stim1,stim2,lLO_toolloc,lPPC_spaceloc,lAPC_spaceloc,lAPC_distloc,lPPC_toolloc,lAPC_toolloc,rLO_toolloc,rPPC_spaceloc,rAPC_spaceloc,rAPC_distloc,rPPC_toolloc,rAPC_toolloc,cornet_s,skel,gbj,lLO_toolloc_standard,rPPC_spaceloc_standard,cornet_s_stnad,skel_stand,gbj_stand
boat_5,car_5,0.845329101,1.214654771,1.186758525,0.925350369,1.16985931,1.040160252,0.860129517,0.894119936,0.836850639,0.8669674,0.631729961,1.001493346,0.2386783,15.87840958,134.03,-1.286197819,-1.101128514,0.429297849,-0.921621886,1.204940065
boat_5,guitar_1,1.190845053,0.870564305,0.877086287,0.940363999,0.842799348,0.791081597,1.12888478,0.993487061,1.009446573,0.989457497,0.868902586,0.822763347,0.24165356,28.32084457,112.82,1.019767608,-0.328695117,0.47995558,0.188847486,0.251367107
boat_5,guitar_2,1.07676021,1.022926811,0.902555312,1.045660469,1.096049171,1.004151232,1.087537664,1.012572581,1.030987736,0.83757752,1.030074305,1.249382871,0.22527397,31.31715535,113.48,0.258368019,-0.180333241,0.201071428,0.4562639,0.281039816
boat_5,guitar_3,0.968752064,0.971884984,1.07400303,1.032144331,1.174163122,0.884510249,1.006483834,0.876871114,0.956640206,0.904812716,1.02143326,1.133340784,0.22304624,30.18665658,109.11,-0.462475835,-1.235212761,0.163141383,0.355368516,0.084570517
boat_5,guitar_4,1.097155875,0.891864061,0.862607622,0.905071777,0.88351913,0.987982753,1.085341577,0.964145862,0.878687979,0.832027414,1.16464404,1.103741679,0.21457326,32.53021427,118.88,0.394488213,-0.556779828,0.018877709,0.564527659,0.523816524
boat_5,guitar_5,1.249220822,1.374647593,1.34638143,1.309865682,0.95670523,1.30783453,1.23418877,1.208150584,1.187556593,1.136084788,1.508205182,1.181600179,0.2451397,32.57504964,117.22,1.409366132,1.33999837,0.539311717,0.568529151,0.449185165
boat_5,lamp_1,1.234336421,1.117921276,1.065036943,1.169875428,0.880914306,0.987663992,1.390441005,1.192844151,1.361438534,1.278842124,0.927120702,1.061442302,0.1892849,24.80248912,122.11,1.310027986,1.221013343,-0.411690017,-0.125160662,0.669032962
boat_5,lamp_2,0.888256535,1.043471274,1.316143516,1.069051787,0.954028564,0.93401872,1.039995899,1.054449183,1.320334757,1.210162924,1.140415101,1.112636517,0.1650413,32.63523644,136.29,-0.999701123,0.14519581,-0.824469324,0.573900736,1.306546613
boat_5,lamp_3,0.987225418,0.991044681,1.100242719,1.085305853,1.110479925,1.268402823,1.134150479,0.998302229,1.124889929,1.096817329,1.264650321,1.262078104,0.21613437,29.4321079,123.28,-0.3391851,-0.291264261,0.045457668,0.288026135,0.721634582
boat_5,lamp_4,0.989366181,1.19437703,1.135736414,0.89780703,1.077707272,0.978630859,0.993735887,1.080192108,1.070563351,1.07387779,1.392747079,0.9388886,0.25414544,38.16109645,142.66,-0.324897697,0.345309228,0.692646334,1.067075769,1.592933211
boat_5,lamp_5,1.051678007,0.864229491,1.111500849,0.860190689,0.941015139,0.988304071,0.967624344,1.072629718,0.911510047,0.946678272,1.205640055,0.833416104,0.14984363,30.59499026,123.27,0.09096998,0.286522757,-1.083229726,0.391811708,0.721184995
camera_1,camera_2,1.072202208,0.895128457,1.050129982,1.11955185,1.260958411,1.021012834,1.269365973,1.094577132,1.212294978,1.182707767,1.088320194,0.955659727,0.11409444,18.04794025,112.82,0.22794802,0.457131654,-1.691906898,-0.727994404,0.251367107
camera_1,camera_3,0.969175047,1.140550345,1.026577919,1.001029253,1.156872504,0.910763789,1.220975893,1.167491557,1.123015093,1.199358469,1.041225692,0.925801054,0.1212126,19.51197214,143.59,-0.459652856,1.023934175,-1.570710823,-0.59733167,1.634744755
camera_1,camera_4,1.0227753,1.17194116,1.014788559,1.203000436,1.046492406,1.162078953,0.860956111,1.037696995,1.028243483,1.196339962,1.019106083,1.188584181,0.16102296,15.04516555,126.62,-0.101926014,0.014972163,-0.892886869,-0.995987714,0.871796471
camera_1,camera_5,0.987995188,0.72032693,1.058859973,1.000644239,1.094400506,1.248804138,1.122155781,1.113592144,1.071302469,1.167622564,1.471787424,1.240730244,0.217279,22.90458305,139.61,-0.334047673,0.604945433,0.064946506,-0.294546041,1.45580933
camera_1,car_1,1.08089401,1.129559417,0.960559396,1.227235178,0.861563751,0.829488144,0.981495639,1.174834666,0.988696137,1.018521305,1.05726066,1.161872171,0.2601,27.15375571,127.89,0.285956904,1.081016059,0.794030582,0.084686489,0.928893956
camera_1,car_2,1.109465328,1.093833218,0.897777225,1.204062427,1.072456022,1.0974954,0.976245876,1.195269058,1.221511454,1.256523139,0.772377915,0.720058437,0.2078391,24.84286208,126.09,0.476641216,1.239863432,-0.095780259,-0.121557434,0.847968387
camera_1,car_3,1.124372738,1.089384776,1.008342171,1.223493721,0.8802451,0.961692917,0.979817375,1.027387563,1.015604882,1.039015098,0.862912788,1.15298849,0.2133758,23.90411688,143.14,0.576132924,-0.065168524,-0.001510629,-0.205339089,1.614513363
camera_1,car_4,1.003690067,1.042335694,1.032931613,1.024389269,1.193624321,1.051944403,0.955049868,1.127340208,1.092162597,1.075207586,0.962125204,1.198401505,0.18864536,33.09140968,135.55,-0.229300415,0.711816431,-0.42257903,0.614613539,1.273277212
camera_1,car_5,1.311495809,1.107242774,1.13463631,1.052317904,1.263368194,1.280109624,1.219801323,1.291980189,1.165646426,1.148290436,0.833660131,1.034088447,0.2030788,23.77126253,161.71,1.824987947,1.991650378,-0.176830653,-0.217196148,2.449395486
camera_1,guitar_1,0.878773529,0.846348922,1.018953413,0.914066924,0.78820944,0.979339147,0.859508767,0.985683485,0.846782919,1.206851169,0.898271824,1.060211333,0.2874703,35.95001739,144.85,-1.062990484,-0.389356454,1.260046085,0.869740153,1.691392654
camera_1,guitar_2,0.86246312,1.010862802,0.934785873,0.877645112,1.020372039,1.073589837,0.930160667,0.862910665,0.82338976,0.84982519,0.971216683,0.78435122,0.2808041,34.38529075,146.97,-1.171845775,-1.34373474,1.146545227,0.730090558,1.786704991
camera_1,guitar_3,1.370469728,1.08612338,1.212127106,0.959040222,1.245324561,1.364650487,1.354351595,1.190741957,1.351493646,1.074110456,1.388473454,1.236593294,0.2658454,38.3083591,144.55,2.21857851,1.204671874,0.891853604,1.080218748,1.677905059
camera_1,guitar_4,0.989006682,1.115847851,1.05009134,1.142200988,0.887347674,1.024073109,1.164904671,1.096143591,1.179603743,1.095980919,1.109786636,1.177423592,0.26301336,35.89382361,145.89,-0.327296985,0.469308571,0.843634383,0.864724939,1.738149649
camera_1,guitar_5,0.849999355,0.80228715,1.058827852,1.055519643,1.070061815,1.012978621,1.020962317,0.895479614,0.903264865,0.802854816,1.127094927,0.915391906,0.2903608,37.6135222,142.86,-1.255028652,-1.090559015,1.309260665,1.018205558,1.601924941
camera_1,lamp_1,0.979851848,0.912851523,0.727047271,0.814676492,0.99298393,0.94514598,0.863302885,0.835955857,0.858914105,0.864430051,0.95226326,1.28647474,0.24378705,27.02111852,133.09,-0.388396135,-1.553268768,0.516281064,0.072848811,1.162678934
camera_1,lamp_2,0.952477305,0.823578432,0.797262287,0.824902325,0.764650444,0.966045196,1.014748616,0.837521719,0.796110702,0.789713883,0.989307315,0.894896091,0.2126291,25.04485292,129.59,-0.571093198,-1.541096491,-0.014224183,-0.103530043,1.005323661
camera_1,lamp_3,0.819505496,1.07149518,0.998284689,1.045964352,0.93378538,0.777598809,0.812878621,0.812928319,0.807055698,0.844155963,1.240088352,0.800208198,0.1564957,29.59541814,140.07,-1.458543958,-1.732274041,-0.969969449,0.302601338,1.476490309
camera_1,lamp_4,1.007770905,1.103337013,1.059800777,0.919870431,1.17859526,0.953039975,1.144686312,1.111093826,1.023934874,1.108797739,0.973983654,1.221197328,0.21968144,34.28220739,137.75,-0.202064998,0.585524682,0.105851219,0.720890517,1.372186242
camera_1,lamp_5,0.94427006,1.126624076,1.173586785,1.052416181,0.985750935,0.874577398,0.934005204,0.980490482,0.936419682,1.092490129,0.917873073,0.809285032,0.22063833,25.39148991,138.73,-0.62586816,-0.429724423,0.122143535,-0.072593192,1.416245718
camera_2,camera_3,0.930360611,1.168038857,1.281022108,1.166716255,0.823034341,0.774765698,0.971352624,1.131607178,1.134809493,0.971024029,0.7920173,0.880738812,0.0860189,8.00362018,88.683,-0.718699499,0.744985853,-2.169930044,-1.624435479,-0.833799819
camera_2,camera_4,0.859951571,1.161102774,1.141268006,1.091757367,0.745358789,0.988681874,0.895754313,0.970749453,1.101981459,0.896333229,1.248910286,0.895261162,0.0759827,12.83606131,81.986,-1.188607794,-0.505446611,-2.340809603,-1.19314708,-1.134887895
camera_2,camera_5,0.986900871,1.010222222,1.064730072,1.086404023,0.776626061,1.062554518,0.845154393,1.069225973,1.029660171,0.934290889,0.949466742,1.041393069,0.12867427,14.46012897,125.49,-0.341351119,0.260063641,-1.443666037,-1.048201385,0.820993197
camera_2,car_1,1.059094185,1.17205038,1.20436794,1.173656373,1.1187072,1.030700342,0.85272816,1.15634582,1.139040503,1.004596952,1.089352851,1.223585047,0.1747673,18.13804891,107.55,0.140465379,0.937292447,-0.658871329,-0.719952336,0.014435023
camera_2,car_2,1.075361627,1.256717823,1.143714033,1.198778584,1.109952408,1.093468794,1.012415752,0.835967466,1.0059939,1.13988737,1.317440088,1.085533274,0.16569096,20.77378589,73.718,0.249033909,-1.553178525,-0.813408004,-0.484716613,-1.50660601
camera_2,car_3,1.061291766,1.208310362,1.334270131,1.094595199,1.114227604,1.202642547,1.048013219,1.193529108,1.145776112,1.1347719,0.99474089,1.066586318,0.1374586,20.51461528,118.5,0.155131984,1.226337877,-1.294101218,-0.507847216,0.506732237
camera_2,car_4,0.982575428,1.021630225,1.009333339,1.239381919,1.046962251,1.047539079,1.104162331,0.992291227,1.050292062,0.891407513,1.288252343,1.287414976,0.1398401,21.89628472,79.185,-0.370219025,-0.337990969,-1.253553035,-0.384535212,-1.260817073
camera_2,car_5,0.956158853,0.888595113,0.804511916,1.005188969,0.590226285,0.789762936,0.839888997,0.738937181,0.935734275,0.978147487,0.941462714,0.852385564,0.13677216,20.32582655,120.79,-0.546522632,-2.307446424,-1.305788766,-0.524696338,0.609687544
camera_2,guitar_1,1.288045322,1.012592952,0.998389974,1.083003179,1.390223416,1.126662654,1.162243446,1.008824619,1.051934557,0.95905928,0.970337995,1.045396552,0.2600126,33.58575498,85.636,1.668479942,-0.209468139,0.792542481,0.658733144,-0.970788824
camera_2,guitar_2,1.068176979,0.922443173,0.932225642,0.896644247,1.171672614,1.080443587,0.851745194,0.852321969,0.994323143,1.003881947,0.956407863,0.855304175,0.22917235,36.54444659,90.601,0.201083735,-1.426046294,0.267446496,0.922792102,-0.747569129
camera_2,guitar_3,1.056970804,0.855560134,0.811613633,0.786187611,0.984006952,1.055036601,0.976149293,0.929616116,0.984016783,0.972018878,0.692346792,1.047633182,0.2176085,38.37503102,86.878,0.126293984,-0.825197869,0.070556678,1.086169121,-0.914950181
camera_2,guitar_4,1.215471744,1.241292283,0.96346195,1.017944982,1.353238244,1.263713973,0.999395388,1.129931759,1.013058389,1.016751908,1.391041043,1.194525276,0.2377256,38.60689214,87.771,1.184125571,0.731961932,0.413076873,1.106862392,-0.874802107
camera_2,guitar_5,1.317157281,0.777097715,0.832910874,0.891967164,0.989161873,0.950056804,1.098611924,1.061602416,1.010024566,0.969866655,0.94733176,1.201214255,0.2652426,38.89114472,88.515,1.862772479,0.200801687,0.881590138,1.132231524,-0.841352872
camera_2,lamp_1,1.255249339,1.027292004,0.999450009,1.098278197,1.310460499,0.98153742,1.371190876,1.267284535,1.071864271,1.080864646,0.994098559,1.218882258,0.1710976,24.48676455,90.047,1.449600314,1.799677954,-0.721352818,-0.153338625,-0.772476221
camera_2,lamp_2,1.12558044,1.133778977,1.074145162,1.003373354,1.216202017,1.317902341,1.245770767,1.323742232,1.039217373,1.108348051,1.296301034,0.97367653,0.20806986,30.242962,100.1,0.584193099,2.238553595,-0.091851265,0.360393693,-0.320506916
camera_2,lamp_3,0.926632047,1.022181789,1.065348828,1.182045278,1.069516097,0.996217357,1.239141948,1.156607539,1.354103874,1.373917852,0.802886967,0.710682797,0.18040514,32.32809329,105.38,-0.743583849,0.939326927,-0.562879658,0.546488653,-0.083125246
camera_2,lamp_4,1.302299423,1.138853434,1.078112155,1.088205768,0.950939591,1.271575475,1.269557397,1.238415163,1.27843766,1.195497727,1.035594098,1.483751618,0.1885695,34.46771845,105.04,1.763611481,1.575261004,-0.423870647,0.737447111,-0.098411187
camera_2,lamp_5,1.171615911,0.994779962,1.20170241,0.922813878,1.019067353,1.130739492,1.136477576,1.083859292,1.110243261,1.17857776,1.200334455,1.284545099,0.2312501,28.60423894,78.734,0.891432761,0.373816196,0.302822934,0.214140024,-1.281093424
camera_3,camera_4,0.881956909,0.813936181,0.608933328,0.981381343,0.758261863,0.966967917,0.956432826,0.886327599,0.745982359,0.722072939,1.008619509,0.870166058,0.1402698,8.966816745,94.264,-1.04174468,-1.161702485,-1.246236825,-1.538471576,-0.582885595
camera_3,camera_5,0.692401652,1.068964641,0.975620512,0.924553047,0.805980128,1.113330426,0.836936572,0.962180258,0.946987864,0.909082251,0.916424608,1.167884775,0.1551144,11.31335888,128.43,-2.306832056,-0.572059511,-0.993487906,-1.329046075,0.953171627
camera_3,car_1,1.128427883,1.124871331,1.109908734,1.072408574,1.342276843,1.163886947,1.150836847,1.105687305,1.077322234,1.104359839,1.262688616,1.184802963,0.22222286,19.86922653,131.55,0.603196867,0.543496925,0.149122251,-0.565447231,1.093442614
camera_3,car_2,1.155945395,0.891084446,0.996526779,1.097697212,0.969163114,1.112247714,1.105188818,1.02397471,1.057925087,1.065246948,1.09164972,0.939887367,0.2245828,18.68206985,79.351,0.786848102,-0.091698441,0.189303346,-0.671399252,-1.253353937
camera_3,car_3,0.843443549,0.707895778,0.667065826,0.823929641,0.908267274,0.925217687,1.037812348,0.850936141,0.807132582,0.815034839,0.894264595,0.935387229,0.1857844,17.87485891,126.05,-1.298781949,-1.43681907,-0.471290652,-0.743441664,0.846170041
camera_3,car_4,0.792824057,0.897612375,1.000954323,0.973432985,0.93196667,1.156756814,0.990064107,1.03929922,0.967492658,1.066678468,1.121093012,1.114754148,0.1825026,18.78596268,79.318,-1.636615261,0.027427108,-0.527167631,-0.662126967,-1.254837572
camera_3,car_5,1.007283809,1.034316442,0.995504219,0.980499321,0.809876378,1.100690548,0.838276772,0.963643857,1.070847665,1.015257986,0.985299853,1.091634074,0.19848377,20.11266096,117.74,-0.205315865,-0.560682179,-0.255067107,-0.54372106,0.472563663
camera_3,guitar_1,1.279271884,1.189574596,0.992002582,1.114967261,1.25133647,1.047530237,1.202157509,1.123966179,1.215350985,1.206458586,1.159271089,1.342118603,0.2875656,41.37080259,104.32,1.609926221,0.685588313,1.261668694,1.353537412,-0.130781415
camera_3,guitar_2,1.276856602,1.105440424,1.127511059,1.205747107,1.114595325,0.941883322,1.147943396,1.115639323,1.264009723,1.192875322,0.962689533,0.868449977,0.26540244,43.82560292,103.13,1.593806685,0.620859242,0.884311625,1.5726248,-0.184282208
camera_3,guitar_3,1.078311575,1.042648241,1.183037795,0.9872608,0.912610586,1.035292753,0.94205074,0.89373592,0.930340756,1.013177387,0.890067613,1.02502222,0.2567406,47.7467937,99.135,0.268721793,-1.104113674,0.73683236,1.92258542,-0.363892013
camera_3,guitar_4,1.160002236,1.175695475,1.166304398,1.130705061,1.162726908,1.039187283,1.041080253,0.986820745,1.193424521,1.04642044,1.06392365,1.1167374,0.2600662,45.38689392,105.84,0.813923364,-0.380515929,0.793455092,1.711967769,-0.062444267
camera_3,guitar_5,1.233726163,1.307642805,1.261901375,1.076066699,1.164637057,1.067215683,1.077416257,1.088141598,1.228042623,1.129181103,0.957598181,1.0167172,0.29043126,46.91469958,107.19,1.305955138,0.407104833,1.31046034,1.84832222,-0.00175009
camera_3,lamp_1,1.02669735,0.915142963,0.912513094,1.073969516,1.287867854,1.036933997,1.057077414,0.96036809,0.877039498,0.937565475,1.306058638,1.01015527,0.206222,29.64597837,109.12,-0.075750344,-0.586146455,-0.123313522,0.307113766,0.085020103
camera_3,lamp_2,1.212411125,1.04139352,0.986385155,1.090328027,1.422888736,1.193416795,0.979837787,1.036939444,1.156931598,1.098276354,1.514304685,0.99123491,0.20826954,33.69190038,114.72,1.163699071,0.009083317,-0.088451449,0.668206468,0.336788541
camera_3,lamp_3,1.087513038,0.92732101,1.120629786,0.986474535,0.974762282,1.04982467,1.016789243,1.061350794,0.954509673,1.065388688,0.8930541,0.946756619,0.14966583,34.97323456,100.19,0.330132143,0.198845695,-1.086257006,0.782563695,-0.316460638
camera_3,lamp_4,0.985384149,1.030343223,1.11999794,1.073282463,1.044859224,1.161633111,0.793045078,0.842377856,0.890677861,0.971057823,0.957594648,1.227401761,0.19496894,40.26870818,117.53,-0.351473686,-1.503347161,-0.314911729,1.255177076,0.463122347
camera_3,lamp_5,1.238485408,1.136114026,1.023053969,1.014874543,1.167180347,1.057252071,1.06658559,1.107400513,1.247627205,1.03311841,0.967636377,1.284468281,0.2451802,32.94954509,98.126,1.337718229,0.5568146,0.540001283,0.601952329,-0.40925529
camera_4,camera_5,0.94112096,1.043308036,1.005305268,0.901626773,0.893094985,0.855156675,0.962779078,0.915369628,1.044012313,0.94688204,0.765900219,0.998709163,0.12360823,11.86735594,125.96,-0.64688518,-0.935943381,-1.529922059,-1.279602637,0.842123763
camera_4,car_1,0.871582262,0.957183827,1.135146997,1.139658935,1.041937979,1.199802632,0.949748055,0.945722143,1.092747648,1.075449557,1.008155579,1.062578013,0.21022403,20.65577526,127.63,-1.110984833,-0.699997173,-0.055173676,-0.495248892,0.917204708
camera_4,car_2,1.071080698,0.875432835,0.917264896,0.640880616,0.948491953,0.875704679,0.980585873,0.778493216,1.072017653,0.968037248,1.033714487,0.911853321,0.1822507,20.25473209,80.839,0.220463088,-1.999956372,-0.531456561,-0.531041416,-1.186455466
camera_4,car_3,0.776872658,0.638917864,0.833596496,0.987463747,0.896914696,0.781725656,0.832347881,0.91757627,0.849137053,0.783836422,1.014119581,0.930552966,0.15971315,19.56459152,119.5,-1.743074527,-0.918789981,-0.915188114,-0.592635466,0.551690886
camera_4,car_4,0.919855452,1.05184066,1.057261896,1.079336953,1.112138595,0.963451351,1.004780507,1.054073543,1.07779866,1.275357638,0.828531451,1.003523083,0.1457766,24.13580986,85.09,-0.788810686,0.142275761,-1.152476283,-0.184660824,-0.995336247
camera_4,car_5,0.913033581,0.922985027,0.806834272,0.745986347,0.599092078,0.536599835,1.155282051,0.924693834,0.980417468,0.997214377,0.717371561,0.687226496,0.17903763,19.85041964,118.19,-0.834339694,-0.863461379,-0.586163322,-0.567125719,0.492795055
camera_4,guitar_1,1.126431533,1.086654196,0.929540557,1.023455145,1.236900542,1.043606659,1.059030097,1.041816775,1.118871753,1.087340827,0.895262481,1.087808628,0.3068453,29.48802925,103.71,0.589873274,0.046997399,1.589931048,0.293017034,-0.158206191
camera_4,guitar_2,1.252809138,1.093640293,1.115593132,0.994273039,1.150035284,1.21596712,1.107533938,1.260415135,1.17059378,1.205043211,1.165979469,1.086313074,0.27029157,30.42834747,104.78,1.43331447,1.746278462,0.96755552,0.376939079,-0.110100436
camera_4,guitar_3,1.018398417,1.17672107,1.32242041,1.167830407,1.15793095,1.050499922,1.259657074,1.179407182,1.059778686,1.112097433,1.128111148,1.032029272,0.24523157,33.4208714,99.07,-0.13113723,1.116560652,0.540875925,0.644017522,-0.366814325
camera_4,guitar_4,1.17810401,0.952482076,1.059275669,1.014446617,1.212622169,1.095989777,1.144124938,1.138885741,1.299989355,0.972253521,1.056142173,1.022182537,0.27350694,31.96174268,105.29,0.934734183,0.801565986,1.022301441,0.513792389,-0.087171525
camera_4,guitar_5,1.375449233,1.184439431,1.140745834,1.236198097,1.279880535,1.292517109,1.19782777,1.189683873,1.0598254,1.115522941,1.612375287,1.375748773,0.30072415,32.70904383,107.37,2.251811611,1.196446825,1.485710385,0.580487939,0.006342467
camera_4,lamp_1,1.068424411,1.136633824,1.062248919,1.180355789,1.29008144,1.250763176,1.070851731,1.10573575,0.878507848,0.932980775,1.036837146,0.970699333,0.2268903,23.02084961,98.891,0.202735091,0.543873514,0.228591581,-0.284169418,-0.374861923
camera_4,lamp_2,1.181314344,1.048114639,1.130883562,1.404590106,1.394104669,0.996504139,1.19808129,1.127671133,1.133035916,1.240674738,1.101794978,1.148616934,0.2682082,25.49957884,99.561,0.956159878,0.714388887,0.932083395,-0.06294641,-0.344739628
camera_4,lamp_3,0.909644705,0.883837116,0.917145925,1.279683252,0.991586255,1.201933595,0.829212828,1.028966279,0.803915265,0.965364341,1.49496271,1.07192702,0.1798887,25.35517333,88.338,-0.856956974,-0.052896326,-0.571672731,-0.075834394,-0.849310553
camera_4,lamp_4,1.301140199,1.12366699,1.180708131,0.983763582,1.004587426,0.920432615,1.290376372,1.098780596,1.209227509,0.964437292,1.272794148,1.123748157,0.25230294,30.46517249,108.1,1.755874847,0.48980741,0.661275338,0.380225659,0.039162281
camera_4,lamp_5,1.290101093,1.134590502,1.041941226,1.012123259,1.181660142,1.159176335,1.319684773,1.021973323,1.075072288,1.039561428,0.943227476,1.295932677,0.2834224,24.18958136,88.476,1.68220011,-0.107256285,1.191125242,-0.179861796,-0.843106259
camera_5,car_1,0.915812904,1.016711032,0.993903958,1.036291835,0.92283519,1.170850695,0.943190652,0.934047284,1.012974736,1.215868026,0.959582119,0.807126718,0.19973415,11.76992993,104.91,-0.815790557,-0.790752048,-0.233777736,-1.288297768,-0.104255811
camera_5,car_2,1.142324003,1.033020193,1.123342399,0.872276234,1.160658795,1.164544681,1.179924162,1.008376811,1.107174979,0.952208452,1.278151645,1.09376979,0.23979074,15.41777745,121.55,0.695939249,-0.212949188,0.448238609,-0.962732639,0.643856118
camera_5,car_3,0.659546665,1.088591387,1.091425457,0.970400675,1.147694382,1.150879604,0.973954947,1.145613248,1.170615907,1.078260096,1.260130422,1.109613076,0.1737131,15.04075979,131.81,-2.526105475,0.853862469,-0.676820477,-0.996380922,1.105131863
camera_5,car_4,0.936289688,0.950295509,0.858064882,1.069383185,1.10811514,0.99819165,0.811161305,0.898374907,1.145897747,1.058582208,1.102388169,1.03782383,0.18191475,14.37589693,124.4,-0.679128977,-1.068052366,-0.537176554,-1.055718973,0.771988269
camera_5,car_5,0.985251481,1.003032252,0.933377503,1.088104376,0.848007539,0.73321057,0.899247868,0.89899027,1.124667557,1.022676502,1.07890556,1.173029765,0.2025763,17.16788757,131.23,-0.35235911,-1.063268823,-0.185386379,-0.806537836,1.079055846
camera_5,guitar_1,1.279848384,0.896121251,0.795444504,1.003406511,1.051400269,1.024485158,1.088988382,1.077873618,1.016187312,1.122012334,1.253224961,1.16792191,0.2965702,20.02904771,130.17,1.613773768,0.327286375,1.4149839,-0.551183421,1.031399678
camera_5,guitar_2,1.158414932,1.051577368,1.088910637,1.028600392,1.04292888,0.962068241,1.049028253,1.17435258,1.025670175,1.053448959,1.083557808,1.245178377,0.2382355,20.47843731,131.65,0.803329734,1.077268548,0.421758594,-0.511076048,1.097938479
camera_5,guitar_3,1.243297019,1.162461856,1.187236144,1.273965979,1.092185275,0.957210007,0.954834788,0.962847926,0.925887784,0.976907686,0.802930445,0.977483805,0.22237265,24.2695391,132.1,1.369830809,-0.566869373,0.151672624,-0.172725683,1.118169871
camera_5,guitar_4,1.171434834,1.126492882,1.177054887,1.132638133,1.113608609,1.164449017,1.063784214,1.036088209,0.964644247,1.213404995,0.831155613,1.112544209,0.25936085,21.70188023,135.77,0.890224258,0.002466215,0.781445577,-0.401885532,1.283168115
camera_5,guitar_5,1.1430263,0.820987015,0.848981028,0.911118297,1.045385512,1.184378299,0.974867444,0.977205099,1.066080415,1.030063575,1.104742319,1.078227519,0.28843457,22.23207509,132.3,0.700626362,-0.455263448,1.276464055,-0.354566406,1.127161601
camera_5,lamp_1,0.950343242,1.021077403,1.148677284,1.069692949,1.301006751,1.30410434,1.216360087,1.24517656,1.017060033,1.20753817,1.291969015,1.16806235,0.190344,20.22919411,123.54,-0.585335885,1.627820931,-0.393657441,-0.533320644,0.733323831
camera_5,lamp_2,1.066487019,0.893482913,0.995508713,1.166590558,1.308582918,0.974394509,1.047003521,1.091030239,0.971382888,1.033750934,1.07648785,0.962149043,0.2393343,26.75380339,142.29,0.189804981,0.429559772,0.440467115,0.048991321,1.576298511
camera_5,lamp_3,1.011390946,1.334551105,1.101493225,1.165110202,1.103826567,1.272147848,0.991860699,1.032296004,1.184020727,1.109716983,0.95003384,1.062234649,0.17726046,18.10470986,125.02,-0.177904928,-0.027012607,-0.616421988,-0.722927798,0.799862632
camera_5,lamp_4,1.133921618,1.129807615,0.993146849,0.862581742,1.260408102,0.795352267,1.216460702,0.929322661,0.882467773,0.944595001,1.014502954,0.90817622,0.24449676,29.10906007,144.69,0.639861927,-0.82747905,0.528364814,0.259194582,1.68419927
camera_5,lamp_5,1.299374965,1.203621753,1.074066805,1.102749049,1.194887631,1.058020567,1.294217397,1.145393516,1.138960403,1.013712449,0.930155393,0.990227328,0.2557989,25.59501867,128.38,1.744093716,0.852154375,0.720798674,-0.054428543,0.950923695
car_1,car_2,0.781140587,0.855982356,0.832422093,0.950435929,1.14952932,1.089503737,0.9962101,0.949446395,0.869230503,1.021825785,0.797292605,1.074643733,0.1554981,6.12506454,101.33,-1.714590468,-0.671046586,-0.986954907,-1.79209386,-0.265207777
car_1,car_3,0.831886667,0.847638679,1.022610652,0.911615397,0.97876144,1.163346447,0.874908942,1.073753916,1.000525722,0.929803132,0.967797489,0.829513334,0.1295294,9.452426605,107.88,-1.375912311,0.295261745,-1.42910632,-1.495131596,0.029271378
car_1,car_4,0.796004884,1.057356562,0.907388902,0.849568066,0.944491895,1.032576453,0.727714487,0.887607785,0.951244415,0.925416644,0.968802887,0.910934444,0.1300368,10.63913228,113.64,-1.615386496,-1.15175092,-1.420467164,-1.389219827,0.2882332
car_1,car_5,0.933048774,0.923995407,0.997348193,1.116327396,1.094584602,1.197080294,0.936026476,0.953757789,0.928847001,0.98397153,0.78441835,0.888933039,0.142561,15.57795135,122.11,-0.700758762,-0.637531832,-1.20722612,-0.94843735,0.669032962
